drug_name,condition,review,rating,date,useful_count
Ibuprofen,High Cholesterol,Works well in combination with my other medications.,1,2020-12-10,166
Amoxicillin,Nerve Pain,This medication has been very effective for me with minimal side effects.,7,2020-12-11,99
Acetaminophen,Inflammation,Works well in combination with my other medications.,10,2020-12-11,9
Amoxicillin,Hypertension,This medication has been very effective for me with minimal side effects.,8,2020-12-11,150
Atorvastatin,Chest Pain,I have been on this for 3 months now with good results.,3,2020-12-12,150
Hydrochlorothiazide,High Cholesterol,The generic version works just as well for me.,9,2020-12-12,155
Prednisone,Chest Pain,"Side effects were too severe, had to switch medications.",5,2020-12-12,180
Hydrochlorothiazide,Hypothyroidism,I had to adjust the dosage a few times but now it works perfectly.,7,2020-12-13,169
Omeprazole,Depression,I had to adjust the dosage a few times but now it works perfectly.,8,2020-12-13,11
Amlodipine,Pain,My doctor recommended this and I am glad they did. Feeling much better.,1,2020-12-13,107
Gabapentin,Heart Failure,I have been on this for 3 months now with good results.,9,2020-12-14,157
Losartan,Bacterial Infection,Had an allergic reaction. Would not recommend without consulting doctor first.,4,2020-12-14,48
Metoprolol,Heart Failure,No noticeable improvement after 6 weeks of use.,8,2020-12-14,3
Ibuprofen,Nerve Pain,I have been on this for 3 months now with good results.,4,2020-12-15,189
Lisinopril,Inflammation,Great improvement in my condition since starting this drug.,4,2020-12-15,25
Metoprolol,Heart Failure,My doctor recommended this and I am glad they did. Feeling much better.,1,2020-12-15,174
Amoxicillin,Inflammation,My doctor recommended this and I am glad they did. Feeling much better.,8,2020-12-16,173
Prednisone,Type 2 Diabetes,My doctor recommended this and I am glad they did. Feeling much better.,3,2020-12-16,164
Lisinopril,Fluid Retention,I have been on this for 3 months now with good results.,10,2020-12-16,154
Levothyroxine,Asthma,No noticeable improvement after 6 weeks of use.,4,2020-12-17,132
Omeprazole,Pain,Works well in combination with my other medications.,5,2020-12-17,67
Metformin,GERD,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-12-17,137
Amlodipine,Hypertension,I experienced some dizziness at first but it went away after a week.,5,2020-12-18,16
Omeprazole,Asthma,I have been on this for 3 months now with good results.,1,2020-12-18,166
Prednisone,Pain,I experienced some dizziness at first but it went away after a week.,3,2020-12-18,58
Levothyroxine,Inflammation,My doctor recommended this and I am glad they did. Feeling much better.,1,2020-12-19,50
Losartan,Fluid Retention,I have been on this for 3 months now with good results.,2,2020-12-19,83
Levothyroxine,Inflammation,The generic version works just as well for me.,9,2020-12-19,154
Lisinopril,Pain,This medication has been very effective for me with minimal side effects.,10,2020-12-20,163
Gabapentin,Asthma,Works well in combination with my other medications.,8,2020-12-20,158
Gabapentin,Fluid Retention,This medication has been very effective for me with minimal side effects.,3,2020-12-20,59
Levothyroxine,GERD,Excellent medication with very few side effects in my experience.,5,2020-12-21,91
Losartan,Fluid Retention,Works well but I have to be careful about timing with meals.,5,2020-12-21,105
Gabapentin,Depression,Excellent medication with very few side effects in my experience.,5,2020-12-21,6
Prednisone,Inflammation,"Side effects were too severe, had to switch medications.",7,2020-12-22,185
Amoxicillin,Blood Pressure,Works well but I have to be careful about timing with meals.,1,2020-12-22,16
Losartan,Chest Pain,Great improvement in my condition since starting this drug.,10,2020-12-22,81
Gabapentin,Chest Pain,Excellent medication with very few side effects in my experience.,8,2020-12-23,129
Levothyroxine,Chest Pain,Works well in combination with my other medications.,2,2020-12-23,90
Sertraline,Nerve Pain,My doctor recommended this and I am glad they did. Feeling much better.,8,2020-12-23,180
Prednisone,High Cholesterol,This drug changed my life. My symptoms are almost completely gone.,3,2020-12-24,169
Gabapentin,Chest Pain,I experienced some dizziness at first but it went away after a week.,9,2020-12-24,100
Hydrochlorothiazide,Inflammation,No noticeable improvement after 6 weeks of use.,4,2020-12-24,181
Metformin,High Cholesterol,This drug changed my life. My symptoms are almost completely gone.,2,2020-12-25,84
Hydrochlorothiazide,Heart Failure,I had to adjust the dosage a few times but now it works perfectly.,5,2020-12-25,164
Atorvastatin,Bacterial Infection,"Side effects were too severe, had to switch medications.",4,2020-12-25,44
Omeprazole,Hypertension,The generic version works just as well for me.,6,2020-12-26,17
